mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05148625373840332,0.007685543920718786,0.013392400741577149,0.004066581827902476,0.1,{'model__C': 0.1},0.7421578404100841,0.7698175265487499,0.7298601398601399,0.7332342657342658,0.7540734265734267,0.7458286398253333,0.014632356016592678,1
0.04563918113708496,0.012321142963796208,0.010738992691040039,0.005740009852139444,1.0,{'model__C': 1.0},0.7417729491418674,0.7693101698770096,0.7299125874125875,0.7322027972027972,0.754562937062937,0.7455522881394397,0.014715442834182415,2
0.058123207092285155,0.018465708146502068,0.013928890228271484,0.006870064602946339,3.0,{'model__C': 3.0},0.7417204639689288,0.7692226945887787,0.7297377622377622,0.7320804195804196,0.7546853146853146,0.7454893310122408,0.014764510461273639,3
0.04042329788208008,0.006309596090154865,0.011835908889770508,0.004750280636720957,10.0,{'model__C': 10.0},0.7414755331618816,0.7692051995311324,0.7297552447552448,0.7321678321678321,0.7546328671328671,0.7454473353497917,0.01474565854211979,4
0.046026992797851565,0.017428701663863982,0.013491630554199219,0.008877070429087901,0.01,{'model__C': 0.01},0.7442747423852762,0.7688902884935006,0.7243881118881119,0.7334440559440559,0.7485139860139859,0.7439022369449861,0.015073051028595543,5
